"","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatine..132.1...90.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"169","-0.559186631","-0.127899585","-0.752970323"," 0.7739840907","-0.2421196226","-0.75396338","-0.4272659387","-0.11943145"," 0.4079742161","-0.352291727","-0.485906470","-0.595774980","-1.213779566"," 0.449619288","-1.42317778"," 0.080764183","-0.749996875","-0.550864257"," 0.136531556","-0.7316274897","-0.189063746","-0.618852315","-0.383447002","-0.18340128","-0.27528497","-0.232745754","-0.274075325","-0.147662649"," 0.433765776","-1.0149335138"," 0.466451978","-1.013892049","-1.534915751"," 0.007034847","-0.58721241","-0.895912084","-0.584445090","-0.469721337","-1.09886372","-1.65614064","-1.170673144"," 0.132268499","-0.532566342","-0.90350792","-0.67721185"," 0.972939202","-0.090038944","-1.498914394","-0.066662566","-1.33748720","-1.4801535739"," 0.3513520893","-0.362722479"," 2.193943945","-0.67410289","-1.657947942","-0.02621608"," 0.355488152","-0.90351535","-2.46612503","-1.014254533"," 1.443267111","-0.49160356","-0.59858157","-0.100547224"," 0.229868037","-0.787457644"," 0.051647220","-0.862597272","-0.8505592530","-0.802044190","-0.585774603","-0.855215215","-0.7610581729","-0.853957187","-2.084579192","-1.072342261"," 0.095163958"," 0.116027915","-0.594925885"," 0.316792599","-0.99673859"," 0.48396632","-1.62893311"," 0.0432869284"," 1.620525e-01","-1.2033313399","-0.01594442","-0.572446502","-0.873667284","-0.342448811","-1.263651398","-0.06670960","-0.403531295"," 0.346789352"," 0.22847007","-1.344677052"," 0.067729004","-0.797476159","-0.0139668409","-0.307752422","-0.2159503218","-0.313900038"," 0.621807447"," 0.229482518"," 0.14566330","-2.0881845408","-0.3749220110","-0.545297694","-0.69002787"," 0.040451678"," 0.427452511"
"170","-0.581772369"," 0.153935872","-0.221549084","-1.0780345919","-0.5945483113","-0.06605920","-0.3643560438","-0.35196423","-0.6408323091","-0.427419674","-0.449260555","-0.241476476","-1.018916779","-0.993527254","-1.00976729","-0.499162477","-1.117944479","-0.278525936"," 0.455144132","-1.3413042128"," 0.069042877","-0.904276299","-0.403194342"," 0.83372917","-0.82843285","-0.940430499","-0.500990464","-0.371769221","-1.353702226"," 0.2367451168","-0.732403175","-0.227420699","-1.740719664"," 1.403068813","-0.39310630"," 0.686084223"," 0.711805942","-0.237471707","-0.67564562","-0.59461446","-0.833267953","-0.365430663","-1.583189163","-0.82817418","-0.56239763"," 0.598397877","-0.488784743","-0.797530971","-0.550085675","-1.61699642","-0.6130207568","-0.2341077379"," 0.171298389","-0.542190941","-1.48550699","-1.827957462","-0.14146093","-0.831368912"," 0.01212841","-0.44412081","-0.495221822","-1.017323567","-0.60478124"," 0.04562065","-1.018824914","-0.424369253","-1.120508955","-0.179033430"," 0.010579354"," 0.1359146479","-0.007545227","-1.421654705","-0.425508105","-0.2295249352","-1.728668351"," 1.176818149","-0.094897536","-0.733092874"," 0.349101497","-0.541096627"," 1.588262858"," 0.76761221","-0.71089916","-0.26902490","-1.2186285675","-2.204303e-01","-1.2456719022"," 1.02389261","-0.748525988","-0.840153965","-0.029677553"," 0.618617359","-0.68592048","-0.510638522"," 0.113736134","-0.23612222","-0.955673407","-0.217615921","-0.478002872","-1.4155312258","-0.967251508"," 0.4531728269","-0.520861274","-1.952862908"," 0.108910001","-1.20358976","-0.4074304580"," 0.4868827248","-0.051115630","-0.13645470","-0.815992841"," 0.307557200"
"171","-0.934533252","-0.468596478"," 0.522378592","-0.4076013740"," 0.4243948725"," 0.10652990","-0.5311388605","-0.47407175","-0.4378107794"," 0.398679923","-0.266961768"," 0.519538216","-0.753538999","-0.591622134","-0.50655584","-0.479758641"," 0.508481196","-0.920816937"," 0.418740812"," 0.3546614297","-0.027937897"," 0.249937500"," 0.424110177"," 0.39545087","-0.16909761"," 0.699342604"," 0.483357934","-0.028993997"," 0.039269317","-0.3915921435","-0.004726037","-0.603471700","-0.549173831"," 1.387799607"," 0.04694890"," 0.526123700"," 2.469674265"," 0.085231502","-0.59976208","-1.00561226","-0.910267269"," 1.104798991","-0.207910215","-0.78768573","-0.64509910"," 1.042099565"," 0.293091316"," 0.340700461","-0.412916702","-1.01104757","-0.5240953582"," 1.1453187375","-0.001521953","-0.608718983","-1.01408875","-1.127360401","-0.35029936"," 0.141650361","-1.01200815","-0.86327455","-0.432294386","-1.011775589","-0.45027829","-0.77372016"," 0.387551086"," 0.071353397","-0.255980311"," 0.417169331","-0.313182900"," 0.7006239140"," 0.794876169","-0.462885000","-0.533515840","-0.1945891297","-0.486335805"," 0.783843842","-0.399392352"," 0.023045732","-0.222757063","-0.554137894","-0.973278234","-0.51868077"," 0.79406303","-0.77510778","-0.6524030538"," 1.263529e-01","-1.0159057871"," 0.61525699","-0.157229379"," 0.104615400"," 0.698122862","-0.001133419","-0.46993827","-1.029420638"," 0.511695091"," 0.05763971","-1.837639195","-0.068469892"," 0.256439344","-0.4899804770","-0.159556429"," 0.0166056821","-0.397281065","-1.118981899","-0.043860069","-0.73623742","-0.5837431422"," 0.0303192513","-0.393963859","-0.32040040","-0.211041479"," 0.220276632"
"172","-1.098856207","-3.430618470"," 2.900957983","-2.7965368749","-4.0474840954","-4.96163065","-4.6601488369","-1.57314042","-3.5026854067"," 0.942859951","-0.851971357","-2.431007522","-1.755193681","-4.503005121","-0.24583491","-4.496047076","-2.560809211","-4.769403743","-0.327517246","-3.1195789428","-4.349237788","-0.372560843","-5.259156463","-4.08442787","-5.10131577","-1.179647236"," 1.053261283","-0.006390225","-1.357321479"," 0.2917927557"," 1.985997865","-4.126933192","-1.085393444"," 1.073774011","-4.83245689","-3.825688931"," 1.450476622","-4.437276812","-4.84149310","-3.79534158","-3.582438350","-1.033700297","-4.309773457","-4.05152420","-4.20312818"," 0.820819851","-3.478100416","-1.558230711","-4.815580647"," 0.43720523","-4.0878610371","-2.5656164876"," 0.289358764","-0.542523929"," 0.07057264","-0.672344509","-3.95103629","-0.279360162","-4.02656289","-4.14447403","-4.111219609","-1.286256711","-3.05121536"," 1.32160617","-1.107921530","-2.443991231"," 0.132018198","-3.147791337","-4.654257414","-1.7937653013","-1.601361887","-3.521991904","-5.199521352","-2.4159757946","-4.320305594"," 0.123575934","-2.940743490","-5.162032109","-4.304825739"," 1.976438148","-0.164866916","-2.23937199","-3.27893667","-2.83894196","-1.6362788662","-3.114848e+00"," 1.2837827367","-1.41556195","-2.460187503","-4.974380533","-3.373603154","-2.109135353","-0.20637215","-3.539904147","-1.657387138","-4.49901791","-2.830187805","-2.764373577"," 0.719586841","-5.8593099413","-2.828783433","-3.4774785075","-4.488584644"," 1.803300176","-5.040468553","-5.73643334","-4.4416891175","-4.5600002021","-4.213406724","-4.29064483","-1.295832790","-4.417577001"
"173","-2.182533549","-0.562755389","-0.004946837","-0.2418695809","-0.1602860995","-1.24414439","-1.2045173353","-1.33928289","-0.5359831881","-0.740977101"," 0.031709105"," 0.237082026","-1.604714073","-1.597870493"," 1.41772422","-2.005831748","-0.674679850","-0.438617468","-0.181281490","-1.1766259344"," 0.204855780"," 0.021843184","-0.484494746","-0.34967240","-0.98851018"," 0.124473881","-0.702818386","-0.465672251"," 0.314789306","-0.9350063528","-2.128414008","-0.736745954","-1.557853227","-1.704932135","-0.50022757","-0.053374514","-0.519256342","-0.201715659","-1.11380613","-1.56003200","-1.227929283"," 0.995667475","-1.622099240","-1.29523462","-1.67850620"," 1.002846636","-0.158064740"," 0.064217188","-1.713482483","-2.00984376","-1.0876129961"," 1.2357723005","-0.683422623","-1.058083468","-0.67852800","-0.483020561","-0.08436859","-1.958080879","-1.30689522","-1.06640577","-0.839078876","-0.743167192"," 1.28944106","-0.64306261","-0.724370013","-2.284686192","-0.374739167","-0.053469326","-0.946573449"," 0.2153064632"," 0.222024551","-2.438770415","-0.913514858","-0.9893951449","-1.835461325"," 0.320023570","-1.776453133","-0.077310007"," 0.134502344","-1.178179117"," 1.089264982"," 2.31463116"," 0.34763794","-1.14470660","-0.4835345168"," 1.968518e-05","-1.6306099807","-0.44520700","-0.285265483","-0.829320772","-0.938396622"," 0.051164043"," 0.54824034","-1.825728357"," 0.754122114","-0.62171448","-2.048395993","-0.103368498","-1.386748002","-1.3186782580","-0.143234918","-0.2516892139","-0.400496190","-0.495615285","-0.301093233","-1.49409250","-0.9138780993","-0.6384427009","-0.648472767"," 0.74928886","-0.687868431"," 0.251040715"
"174"," 0.827700349"," 1.889733006"," 0.572909787"," 1.3911765676"," 1.4024131449"," 1.09622404"," 0.9753278971","-0.78322761"," 1.1790988211"," 1.119552723"," 0.046322883"," 0.643409117","-0.043981832"," 1.173349998","-0.09737928"," 1.325803418"," 0.726815142"," 1.436795707"," 0.843694937","-0.5010483796"," 0.591873311"," 0.901435981"," 1.669140069"," 1.10313385"," 1.84759612"," 0.568452696"," 1.256820328"," 0.619979083"," 0.666583806","-0.8768709383","-0.472347899"," 1.002990671","-0.169168801"," 0.704582978"," 1.47813540"," 0.670742923"," 1.666727199"," 1.533796797"," 0.56017034"," 0.15919108"," 0.671030229"," 1.521637203"," 0.690942165"," 0.84339634"," 1.72205636"," 1.901474782"," 1.302877028"," 0.603583031"," 1.117874951"," 0.18661240","-0.4534164033"," 1.4135609171","-1.021151423"," 1.300353529"," 0.25564003"," 0.304525125"," 1.12925277"," 0.356128232"," 0.57418557"," 0.32571989"," 0.022041860"," 0.652252135"," 1.17263468"," 0.96614213"," 1.026304516"," 0.722791657"," 1.970524581"," 1.249186441"," 0.770639780"," 1.5887126543"," 1.629891211"," 0.068561842"," 0.632631001"," 0.8598267399"," 0.556424821"," 1.273850236"," 1.494036281"," 0.391201849"," 0.559869528"," 1.160468400","-0.899203238"," 0.65434343"," 1.40833428"," 1.24653315"," 0.1659530207"," 1.227217e+00"," 0.7361594836","-0.10110537"," 0.730116736"," 0.486647424"," 0.937956732"," 0.062730318","-0.03963753","-0.211937474"," 0.848491280"," 1.58617478"," 0.655691701"," 1.400822938","-0.821663508"," 0.4412404320"," 0.765771303"," 1.8067935758"," 0.583973925","-0.161353161"," 0.883597727"," 0.60800695"," 0.2867325459"," 1.5581130581"," 0.896766082"," 0.91224344"," 0.865520680"," 1.486408939"
"175","-0.328182901"," 0.953920740"," 0.227275749"," 0.7377703685"," 1.2455933864"," 0.67657788"," 0.4047280118","-1.26979078"," 0.9805558250"," 0.412548952","-0.253272938"," 0.344664479","-1.119681457"," 1.496716228"," 0.91027520"," 0.735246078"," 0.377342554"," 0.386231121"," 0.711627236"," 0.0367945049"," 0.698073904"," 0.745767837","-0.748127403"," 0.87299847"," 0.90160695"," 0.717167576"," 0.537009982"," 0.752151921"," 0.592750522"," 0.9637829471","-0.629979705"," 0.457302965","-1.192032063","-1.226107125"," 0.75647971"," 0.683412038","-0.392487456"," 0.843252264"," 0.21561165","-0.27823647","-0.163504574"," 1.175293036","-0.500244746","-0.20232874"," 0.94936782"," 1.503526176"," 1.183045320"," 0.811134148"," 0.943265496","-1.49700054","-0.1355426886"," 1.3130661917","-0.691715021"," 0.636342366","-0.30545010","-0.319003026"," 0.99526439","-1.080187637","-0.14399204"," 1.03316141","-0.751536455"," 0.960999234"," 1.95292920","-0.73136523"," 1.092885661"," 0.197762249"," 1.303792499"," 1.142469468"," 0.643846971"," 1.2639642396"," 1.370837950"," 0.874898191"," 1.152085177","-0.2999706769","-0.734096453"," 0.414062676"," 0.680227289"," 1.000454028"," 1.030822434"," 0.603752777"," 0.554884588"," 0.77915699"," 0.37687824"," 0.75144738","-0.0453795161"," 1.012432e+00","-1.0660736129"," 1.41758632"," 0.623435911"," 0.918692178"," 0.100898891"," 0.688905828","-0.05459316","-0.428476460"," 0.930180217","-0.04287347","-0.685039295"," 0.672936131"," 1.238933383"," 0.8006963746"," 1.143015651"," 1.0898902357"," 1.054094070","-0.856837090"," 0.479681590"," 0.70935450"," 1.2515710951"," 1.1943357972"," 1.046906695"," 1.98689799"," 0.527387835"," 0.884795799"
"176","-1.838333333","-0.709770382","-0.515488238","-0.2233953587","-0.4073064445","-1.49729129","-1.6244824446","-1.61278281","-0.6553996094","-0.721407045","-0.536002992","-0.528981311","-1.401443248","-0.181677092"," 0.08501813","-0.974668163","-1.650188735","-1.490685498"," 0.700446694","-1.5707819094","-0.284738289","-0.111992070","-0.928198662","-0.19560485","-1.53019096","-0.954540422","-0.628041049","-0.432530211","-1.026437455"," 0.0245438813","-0.465661790","-0.884233568","-1.144458037"," 0.790738311","-1.51188021","-0.644249562","-0.048095006","-1.102055173","-1.83141834","-1.72849267","-1.557651284"," 0.769719780","-2.545245274","-1.46615921"," 0.03733990"," 1.032648345","-0.694663660"," 0.462863036","-1.203508222","-2.96304196","-1.4926273510"," 1.1246950656"," 0.289610715","-0.421832370","-0.84119502","-1.249295468"," 0.08963856","-0.983369247","-1.96299617","-0.44713712","-2.791858213","-0.658963113","-0.42335055"," 0.03851277"," 0.163804743","-0.621709693","-0.661846607","-0.693457704","-0.506246440","-0.2391028203"," 0.176309878","-0.860734840","-1.723218936","-1.5771431625","-2.696042988","-0.730654518","-0.993082146","-0.953978501","-0.129543225","-0.794690743","-0.313132392","-0.24101135"," 0.02101094","-1.69372265","-0.6692201717","-5.696550e-01","-2.1352141043","-0.81916971","-0.848154375","-0.506968390","-1.353289482","-0.691177031","-0.29738871","-0.299656587","-0.583192295","-1.96505314","-1.318359798","-1.714500502"," 0.735541942","-0.8607244864"," 0.174794083","-0.5749786277","-0.473026492","-1.305826368","-0.003272913","-1.08636346","-0.5707552078","-0.3326186096","-0.188545672","-0.21264663"," 0.249681938"," 0.445458176"
"177","-0.813793622"," 0.341995390"," 0.590838902","-0.4717521204","-0.4124889508","-0.60134490","-0.9384675672"," 0.08324414"," 0.5085130399","-0.288788358","-0.319436454"," 0.017055805","-1.629079406","-1.228734636"," 0.03674688","-0.782828203"," 0.339247153","-0.624054931"," 1.631157290","-0.9855492160","-0.208099013","-0.549244061","-0.596328751","-0.02419732","-1.40564727","-0.200266402","-0.156355117","-1.555897275","-1.293319174","-0.0016901751","-0.864050384","-0.272796774","-1.662264076","-0.603609823","-0.94305888"," 0.048994760","-0.586199686","-0.717753903","-1.09907473","-2.12978543","-1.071933575"," 0.910660686","-1.390546601","-0.99520376","-0.47736500"," 1.248283253","-0.662658932","-0.182661811","-0.840489275","-1.89356060","-1.3426647384"," 2.1405453672","-0.593193863","-0.575929047","-1.72040693","-1.469253782","-0.32487619","-0.364264170","-0.62100036","-0.84139381","-0.974072426","-1.543521545","-0.70802287","-0.15512407","-0.908873861","-0.161305221"," 0.192720185","-0.454308689","-0.727774206","-0.7116552321","-1.133431243","-0.491911106","-0.085608158","-0.4822774338","-1.821193626"," 0.699325630","-0.803263285","-1.089170781","-0.181082846","-0.991535803"," 1.355137711","-0.15158661","-0.38832954","-1.01516744","-0.4725151839","-3.716921e-01","-1.8047909118"," 0.84340504","-0.498628210","-0.940885417","-1.238851572","-0.223064190"," 0.96759513"," 0.234991917","-0.997951568","-0.50435143","-0.660221905","-0.870042345","-1.020225163","-0.5798330788"," 0.477736592"," 0.6236669151","-0.022863476","-0.096009417"," 0.277861047","-0.66076192","-0.6442059035","-0.1261446427","-0.680499235","-0.07413658"," 0.096269805"," 0.284074599"
"178","-1.528158611"," 1.172984261","-0.142947948"," 1.3535337076","-0.2785590191"," 0.03186369"," 0.1595070459","-1.96454688"," 0.2086907002","-1.016972747","-0.390087969"," 0.809403753","-0.732743915"," 0.010008616"," 0.29928381","-0.080622079"," 0.861062437","-0.298080037"," 0.578568132"," 0.8707944915","-0.587476730"," 0.878549298"," 0.633666826"," 1.06734063","-1.00017307"," 0.573128471","-1.138203367","-0.401951090","-0.953843118"," 0.0393547994","-0.304151993","-0.284729308","-1.203249368"," 0.563685687","-0.16655147","-0.267134315"," 0.150572093"," 0.641599960","-0.78039123","-0.09037655","-0.534735370"," 1.342586012","-0.213616001","-0.25271661"," 0.38729187"," 1.294814506","-0.164255769"," 0.743905795"," 0.032080953","-1.06576952","-1.2089612636"," 1.0590030414"," 0.133064085","-0.055551184","-0.15076711","-0.054962140"," 0.36551227","-0.996546545","-1.31392355"," 0.57301828","-0.261652046"," 1.407860745"," 1.70262261","-1.09473339"," 0.255085241","-0.001666106"," 0.231705214","-0.148197294"," 0.144264084"," 0.1866115578"," 0.219730326"," 0.210915759"," 1.334043477","-1.3399293572","-0.331247226"," 0.131719103","-0.307146881","-0.114347896"," 0.160726974","-1.188245932"," 1.158450264"," 1.23765255"," 0.71185477"," 0.02266523","-0.8653999633","-4.627694e-01","-0.8308126989","-0.44100506"," 0.175542767"," 0.209302571","-1.017859088","-0.108312050","-0.81505903","-0.131573707","-0.456012806","-0.17723342","-0.988762606"," 0.029393763"," 0.680924072","-0.4363174221"," 0.506851543"," 1.4581879742","-0.079744877","-0.192922821"," 0.626879616","-0.28869549"," 0.8648954637"," 0.5514690130"," 0.190643351"," 0.82769294"," 0.191899047"," 1.060330531"
"179","-0.967553410"," 0.082120006","-0.968522832","-1.0486149128","-0.4694105118","-0.53889508","-0.6623709471","-1.90200274"," 0.2205227235","-2.402620222","-0.093553428","-0.448218422","-1.284652277","-0.372435639","-0.44520737"," 0.007915939"," 0.069519223","-0.657792990","-0.194103237","-0.1223842118"," 0.588305632","-0.635595118"," 0.028800673","-0.25915923","-0.17777690","-0.281027309","-2.656135916"," 0.374942837","-0.260276463","-0.4558630744","-0.560648558","-0.888320836","-0.930519320","-0.180391646","-0.19276968","-0.309643876"," 0.111722126","-0.221803432","-0.69098019","-0.95032231","-0.829472960"," 1.114675147","-0.899148067","-0.84001266"," 0.18641364"," 1.106726406","-0.177571352"," 0.460502700","-0.196606442","-2.09776173","-0.5222897714"," 0.7629326133","-0.695445588"," 0.086883165"," 1.12673294"," 0.248126305"," 0.44654966"," 0.140904140","-1.32295129","-0.20320499","-0.966379513","-1.234976572"," 0.45761148","-0.92466739","-0.656655778"," 0.450868859","-0.663422622","-0.257260442"," 0.308309547"," 0.2623389484","-0.194394490","-1.714994792","-0.030779754","-1.8316527711","-1.264059588","-0.787626538","-0.583025414","-0.007851294"," 0.815581764","-1.895277179","-0.036691263"," 0.06106587"," 0.47157187"," 0.71360580","-1.2562646014","-2.547356e-01","-1.8049012740","-0.66335808","-0.332594360","-0.500140860","-0.751753728","-0.461632992"," 0.12460168","-0.361010168","-0.208718141","-0.11761350","-1.320473781","-0.412592249"," 1.248913045","-0.0061684975","-0.691373874"," 0.2696794158"," 1.189714128"," 0.529522225"," 0.370749868","-0.31874019","-0.1243258898","-0.5443202551"," 0.260387912"," 0.05952254","-0.624641299"," 0.844338663"
"180","-0.688055479","-0.087914692","-0.417979928"," 0.2797590316"," 0.0830647608"," 0.05281761","-0.5912474160","-0.62204290"," 0.9698659794"," 0.358745388","-0.522075810"," 0.328350379","-0.545468518"," 0.376604557"," 0.01345989"," 0.288554511","-1.364944134"," 0.057173214","-0.052044406"," 0.6313761066"," 0.175654661","-0.284389093"," 0.539851311"," 0.19493573"," 0.13577413","-0.912058097"," 0.397209062"," 1.058687451","-1.584543168","-0.9733427619","-0.241604565"," 0.621675868","-1.223063036","-0.722817725","-0.18229858"," 0.017202815","-0.015560385"," 0.142073890","-0.80890669"," 1.42870637","-0.220667077"," 0.113835951","-0.153166706"," 0.11096752"," 1.02312181","-1.558289052","-0.267502096"," 0.005891499"," 0.288677672","-0.59694558"," 0.4589296970","-0.1122153258","-0.557468931","-0.295971262","-0.30675475","-0.590345950"," 0.67656774","-0.357965036"," 0.38988072"," 0.41039703"," 0.189321241","-0.589252448","-0.89510089","-0.27338074","-0.894577033","-0.428126938","-1.336023759","-0.134321906"," 0.997264800","-0.8392001922","-1.077704458"," 0.012392602"," 0.603016807"," 0.1747983106","-0.201383211","-0.780067884"," 0.657480627"," 1.169297807"," 0.626482059","-0.250597933","-1.197057978","-0.27329115","-0.23993094"," 0.81708844","-0.0918614388","-2.029587e-01","-1.3002910342","-1.22949354"," 1.000565597"," 0.762174086","-0.140761283"," 0.745301919"," 0.35649781"," 0.963320420"," 0.368379872","-0.95154039"," 0.679113966","-0.626030445"," 0.557242104"," 1.0804035754","-0.149236603","-0.1597318742"," 0.745206123"," 0.289802950"," 0.900332873"," 0.62087080"," 0.1005968032"," 0.3940991411"," 0.775953383","-0.51365236"," 0.157016056"," 1.261462226"
"181"," 0.650483231"," 1.066879734"," 1.100666437"," 0.5308411912","-0.6692468596"," 0.29651163","-0.3355757361","-1.29876848"," 1.5760970489"," 1.296491777","-0.547312710"," 0.905352440","-0.024784571"," 1.272047895"," 0.70149488"," 0.318530042","-0.136715309"," 0.445077789","-0.075254216"," 0.9628493304"," 0.199824592"," 0.765653087","-1.225620779","-0.33506550"," 0.66569831"," 0.688147818"," 1.159591393"," 1.474793334"," 0.653473683","-1.7025012220","-0.402917394"," 0.600202935"," 0.705568862"," 0.308319244"," 0.40716172","-1.913368725"," 1.821053173"," 0.287529437","-0.10521469"," 0.51877316"," 0.205450938"," 1.125313209","-0.213094256"," 0.52130639"," 0.54526328","-1.523783026","-0.118000948","-0.247933088"," 0.291808007","-0.82712587"," 0.4107963894","-0.1237999666"," 1.177569186"," 1.057879746"," 0.76506510"," 0.177676559","-2.08054519","-0.166764373"," 0.16551720","-0.38535710"," 0.410119846","-0.410608311"," 0.80532345"," 1.37221548","-0.345654730"," 0.309293445"," 0.816131502"," 0.399759816","-1.560402066","-0.3322947259","-0.024984097","-2.026722378","-0.784545299"," 0.8072433174","-0.354672196","-1.945905169","-0.475941252","-0.429893631"," 0.367293640"," 1.301894480","-0.108487130"," 0.69887344","-1.08306159"," 1.37154647","-0.4247151780"," 6.356312e-01","-1.2566437675","-1.14128488"," 1.521788077"," 0.362846232"," 0.893343551","-1.716268147"," 1.63096866","-0.057593492"," 0.328692834"," 0.00469241","-0.755662606"," 0.431021400","-0.480444295","-1.2088693414","-0.811044280"," 0.8329722373","-0.414800886"," 1.446446245","-2.584432040","-1.25134199","-0.1545345051"," 0.0163706288","-1.874038637"," 0.86558566","-0.274572727","-2.556713433"
"182"," 0.064950409","-0.022299850","-0.213677845"," 0.7059173175"," 1.9290473508"," 0.04114782"," 0.2160427013","-0.14763507","-0.4271541613","-1.078054893","-0.235905278"," 0.603270047"," 0.114422302"," 0.962620832"," 1.38798103","-0.024186817"," 1.635202265"," 0.162383748"," 0.147936666"," 1.2183356807"," 0.727142849"," 0.912828107"," 0.229383518"," 1.52382535"," 1.62174134"," 1.410073804","-1.024546056"," 0.428497341"," 0.610793036"," 0.0669190713"," 0.071592300"," 0.800865234"," 0.734437818"," 0.812931173"," 0.45115938"," 0.900292916"," 0.068202369"," 0.232106448","-0.56131450"," 2.22709393"," 0.027063761"," 1.140074541","-0.246666019"," 0.32008524"," 0.07086607","-0.347977425"," 1.490427168"," 0.915588845","-0.106261886","-0.49157845","-0.4418034245"," 0.7373999762"," 0.892864300","-0.367689440","-0.65818321","-0.613326129"," 0.30912770","-1.589173256"," 0.68168409"," 1.35237954"," 0.948099546","-0.611470271"," 0.63551999","-1.11683336"," 0.498562728","-1.408910919"," 0.051870711"," 0.435216304"," 0.928659383","-0.3819079275"," 0.238998001"," 0.375660120"," 1.210666683","-0.2762198042","-0.153385363"," 0.214903733"," 0.997171058"," 0.919641601"," 0.748869624","-0.026407014","-0.435257750"," 1.08540239"," 1.21882972"," 0.88716949"," 0.0853975510"," 4.881801e-01","-0.6466477559"," 0.01621778"," 1.376046870"," 0.761230291"," 0.128868506"," 1.415973365"," 1.17395732","-0.403822003"," 0.461109195","-0.52213475"," 0.911731335"," 1.307631115"," 0.347582365"," 0.7116472882","-1.002958026","-0.0018813202"," 0.966571737","-1.569891766"," 0.825107751"," 0.23925448"," 1.1660974042"," 2.1169250587"," 0.525782986"," 0.95439806"," 0.416432263"," 0.366603385"
