"","1","a","3","4","5","6","b","8","9","10","11","12","c","14","15","16","17","d","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234"
"Label","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"Acetylcholine..146.1...87.0.","1479267","1861488","2801578","1373227","2564886","1428367","1894204","1888026"," 909045","2272224","1495087","2194611","1305267","1676106","1804500","1235033","3537550","1526911","1840623"," 712642","1203606","1685677","1403530","2663303","1188608","1715680","2497700","1844019","2663121","1783186","1532064","2194113","1665077","1117691","1927186","3723973","1767351","1485272","2435552","1416554","1520952","1129129","1350450","1340407","1155883","1680517"," 731316","1708831"," 833280","1393829","1813894","2044697","2337651","1725368","1684325","1480242","1965328","1945294","1781121","1858575","1233951","1360114","1769594","1253798","3573388","1464196","1661043","1747577","2362587","1860609","2472612","2164884","1566386","1496014","1628320","1366734","1279726","2455971","1526757","2100796","1403749","1401106","1543972","1283321","1371991","1052777","2305178","1616105","1074234","1912663","2809924","3718315","1964048"," 227140","1470604","1384308","2191323","1720550","2156783","1799340","2342327","3933867","3529179","3185122","1316668","1748431","1647645","2276189","1201396","2045501","1758187","1698260","1218253","1956704","1642363","1583959","2239526","1531592","1354766","2292663","1706369","1793190","1493457","1402249","1942858","1726287","1638828","1923252","1113477","1650241","1470925","1285523","1821953","2588724","1566550","2119866","1539642","2049640","3287851"," 990184","2203006","1757942","2832045","1781679","1567475","2612322","1572734","2180670","1895614","3068576","1827409","1844086","2791589","1363299","2183159","1113317","1749630","1883562","1513374","2167293","3115771","1716784","1901848","1347155","1964705","1742359","1382598","1899280","2119239","1514984","1564224","1605770","1616959","1734200","1879678","1782581","2275354","1678346","1821031","2497430","2746159","1536270","1682213","1453686","2031448","1455551","2851886","1112470","1663572","2038966","2036502","3933644","1751581","2479402","2208645","2974560","2754231","1329976","1390402","2478577","1505003","1794567","2266362","1596753","1135072","1880545","1827306","1482286","1765461","1734399","1832646","1971645","1447095","2636694","1742242","1610959","1585904","1700262","1381093","1757070","2121280","1456660","2355496","2274632","1460078","2458913","1230447","1329657","2208908","2227540","1765807","2397940","1747733","2219105"
"Aconitate..173.0...129.0."," 402559"," 283089","1056708"," 206870"," 410577"," 364173"," 762103"," 423138"," 635573"," 511939"," 309322"," 494670"," 421149"," 658471"," 553422"," 603590"," 862676"," 541478"," 404733"," 368291"," 542794"," 788688"," 786571"," 803110"," 610838"," 533103"," 488772"," 518040"," 475829"," 363538"," 488953"," 560837"," 610597"," 276654"," 378186","1061022"," 359051"," 518019"," 369974"," 525224"," 634780"," 560002"," 364139"," 391399"," 509246"," 613838"," 557361"," 591082"," 336817"," 188913"," 475601"," 546193"," 545015"," 301907"," 601534"," 636412"," 795608"," 245132"," 753376"," 326158"," 426699"," 598838"," 683477"," 753861"," 871850"," 429920"," 680072"," 442845"," 725874"," 504206"," 530121"," 614260"," 388608"," 386218"," 383340"," 392926"," 595823"," 529575"," 455804"," 427316"," 713032"," 522426"," 599745"," 386596"," 751309"," 528584"," 515151"," 546365"," 444413"," 388326","1363493"," 745520"," 393260"," 430920"," 328621"," 321593"," 409180"," 555787"," 563621"," 550693"," 500014","2260721","1041200","1163579"," 729496"," 561181"," 840625"," 416872"," 499474"," 548828"," 428814"," 713523"," 638303"," 678508"," 798860"," 344145","1120277"," 408838"," 478617"," 416310"," 595973"," 533328"," 649121"," 338115","1183466"," 528895"," 733903"," 436087"," 467673"," 344258"," 475059"," 687191"," 424700"," 678085"," 512455"," 702661"," 910278"," 791280"," 756539"," 419623"," 534202"," 804005"," 379243"," 599419"," 237364"," 398147"," 232645"," 365727"," 492560"," 397442"," 584648"," 658644"," 680097"," 461260"," 662743"," 487662"," 727017"," 491924"," 547855"," 378931"," 434578"," 269892"," 239607"," 485407"," 404191"," 253062"," 336139"," 922544"," 494346"," 463912"," 609114","1824618"," 429112"," 552305"," 490806"," 492931"," 527715"," 325992"," 213754"," 641517"," 832448"," 349947"," 598895"," 711165","1328772"," 391685"," 395679"," 353063"," 642045"," 455379"," 398297","2765941"," 443070"," 781377"," 721161","1150038","1084652"," 788862"," 509515"," 657582"," 441547"," 536811","1352056"," 664327"," 354380"," 550199"," 599831"," 705730"," 410704","1014389"," 936069"," 473016"," 750357"," 719667"," 606905"," 610769"," 440683"," 573658"," 377516"," 243099"," 632202"," 333503"," 629125"," 379029"," 520576"," 450306"," 729816"," 652714"," 882942"," 452620"," 322993"," 574630"," 409747","1021915"
"Adenosine..268.1...136.0.","  22651","  28075","  20947","  13789","  18464","  16364","  26547","  73117","  17655","  28240","  36432","  28169","  33396","  28990","  19017","  20971","  30316"," 104838","  42393","  61232","  18875","  16653","  18165","  13098","  19494","  13275","  18675","  20028","  14451","  17992","  18504","  18742","  10880","  18756","   9272","  15460","  15233","   4064","   6201","   9231","   6053","   4859","   8530","   7103","   7447","   5595","   7472","   7199","   7970","   5214","   6541","   7091","  18060","   8645","   2934","  13745"," 266487","  65991"," 275009"," 111002"," 481847","  42318"," 258062","  88127","  27693"," 251916","  25459","  22328","  25193","  27875","  16333","  28303","  14995","  18646","  17074","  17212","  19741","  19931","  18135","  20671","  25408","  15107","  20397","  14748","  19375","  33175","  17251","  15950","  20392","  17100","  21336","  16330","  13664","  15628","  17764","  13298","  20027","  18011","  19283","  13464","  14697","  21339"," 418792"," 789538"," 123970","  41064","  76695","  68200"," 413397"," 112720","  72687","  17205","  22793","  18946","  17752","  15893","  28598","  14189","   9252","   6414","   8598","   8165","   5991","   5981","  12031","   7539","  11238","   8012","  11547","   9278","  12994","  10479","  11700","  13102","   8898"," 170703"," 988916"," 137927"," 262356","  61425"," 516361"," 330719"," 584033"," 334143","  18628","  12661","  42280","   8803","  17361","  11134","  10794","  12300","  10224","  11949","  10214","   5435"," 144566"," 719327","  29578","  20742","  14350","  20430","  23831","  20231","  20633","  20381","  56407","  25636","  16472","  16633","  20389","  24023","  31571","  21143","  16631","  17619","  21193","  15579","  24472","  15800","  14157","  20760","  21417","  17137","  21717","  18802","  17012","  16843","  17510","  14272"," 447509"," 263536"," 200615","  29471","  83886"," 210135"," 164966","  55696"," 634684","  18598","  15835","  16845","  17699","  23171","  29726","  53384","  16197","  18087","  28448","  15681","  31963","  16916","  20829","  23257","  19824","  24997","  75348","2851144","  67077"," 952339","  67841","  42202","  12499","  17009","  12815","  10889","   8811","  87968"," 171949","1629375"," 124130"," 149972"," 667147"," 131950"
"Adenylosuccinate..462.1...79.0."," 11703"," 11833","  8932"," 11026"," 40454"," 72837"," 65611","102060"," 32291"," 46816"," 50574"," 59433"," 55997"," 67971"," 68581"," 44066"," 51526"," 67378"," 53513"," 23217"," 60939"," 68476"," 47731"," 50342"," 61941"," 67243"," 77675"," 95105","101472"," 66586"," 81217"," 69041"," 76955"," 79797","112085"," 48778"," 43093"," 79696"," 73255"," 70647"," 64268"," 63494"," 35455"," 96852"," 62996"," 69196"," 51686"," 61548"," 97549"," 52655","112937"," 54990"," 61442"," 79769"," 52139"," 69425"," 44715"," 46874"," 42659"," 40992"," 39520"," 47438"," 44572"," 50527"," 35015"," 33583","  9830"," 18005"," 13658"," 14793"," 12802"," 10264"," 14982"," 10146"," 14196","  8754"," 42741"," 31694"," 32757"," 44803"," 63579"," 46795"," 66316"," 43532"," 52857"," 43415"," 34381"," 39947"," 36840"," 52814"," 36023"," 65221"," 55088"," 69336"," 42295"," 42125"," 72560"," 73159"," 75467"," 66351"," 51596"," 47909"," 62034"," 62712"," 38729"," 38580"," 50925"," 62947"," 39144"," 36367"," 26924"," 65601"," 33269"," 43889"," 40753"," 61326"," 37620"," 51768"," 62641"," 82059"," 56084"," 46716"," 77414"," 62444"," 44772"," 54356","147225"," 79328"," 53313"," 35491"," 46088"," 61106"," 42007"," 52660"," 47754"," 41120"," 54070"," 50613"," 49047"," 39565"," 79846"," 60489"," 48563"," 53380"," 46531"," 66608"," 70113"," 44844"," 47359"," 42299"," 56277"," 81445"," 34129"," 54049"," 40295"," 57991"," 55501"," 52299","  7251"," 14784","  9971"," 10129"," 14792"," 11635"," 13546","  9053"," 12083"," 50200"," 34492"," 41324"," 64193"," 25901"," 57395"," 48407"," 46236"," 40938"," 52389"," 68409"," 34226"," 61006"," 80364"," 66164"," 49808"," 41083"," 41261"," 56223"," 56951"," 75894"," 60779"," 42724"," 55041"," 58080"," 41123"," 81147"," 62160","105321"," 48355"," 43112"," 46100"," 68735"," 53447"," 61512"," 55050"," 45082"," 39307"," 46854"," 47052"," 58721","110614"," 46291"," 52803"," 53283"," 66256"," 85281"," 63297"," 63928"," 48674"," 51755"," 40655"," 53482"," 47319"," 54649"," 74116"," 39596"," 44709"," 51101"," 48543"," 50086"," 57056"," 44892"," 53988"," 52840"," 51893"," 42933"
"Adipic.Acid..144.9...83.0.","  73690","  54389","  87200","  90736"," 107486","  47409"," 183090"," 112882"," 219131"," 404445"," 208625"," 174549"," 214587"," 114372"," 234323"," 596467"," 126352"," 193468"," 127806"," 153264"," 683221"," 287875"," 421026"," 205680"," 254568"," 270631"," 204076"," 161020"," 276208"," 133796"," 150031"," 155222"," 212988"," 163161"," 370680"," 442587"," 227171"," 187094"," 208834"," 180420"," 199114"," 173147"," 169346"," 158458"," 158608"," 308538"," 287051"," 223436"," 165419"," 151752"," 175464"," 202704","2160859"," 188861"," 423410"," 225078"," 186226"," 111244"," 244437"," 214033"," 183694"," 174344"," 203716"," 135939"," 312869"," 125535","  92812","  53492","  48340","  39851","  79742","  94388"," 104103","  59868","  51193","  85887","  67801","  70960","  55059","  41141"," 131570"," 107987","  54190"," 108332","  99626","  52235","  72537","  54637","  52301","  82099"," 122788"," 424794"," 183435"," 105720"," 130176"," 171237"," 137519"," 226860"," 173457"," 249182"," 201199","1592389"," 123407"," 208198"," 519945"," 480854"," 135335"," 154579"," 290686","6697263"," 145845"," 181567"," 134617"," 518460"," 261498"," 122401","1614566"," 120379"," 283490"," 188683"," 300425"," 188696"," 241963"," 301416"," 678120"," 187312"," 217365"," 160898"," 212370"," 188429"," 556446"," 176419","5495597"," 353892"," 165431"," 355691"," 803044"," 229439"," 343273"," 276983"," 204701"," 286030"," 161528"," 216148"," 157853"," 255479"," 146189"," 271540"," 229407"," 265768","1016776"," 268858"," 991744"," 555147"," 235100"," 125016"," 243939"," 134107","  67425","  60114","  70382","  71085","  59754","  91596","  39389","  41049","  94999"," 158968","  70449","  79830","  96912"," 104029","  50899"," 121930","  57370","  68705","  52104","  87970","  60220"," 123029"," 175167"," 194759"," 148177"," 178947","3591108"," 180593"," 294194"," 188413"," 210956","3218748"," 318829"," 348213"," 587100"," 367941"," 314289"," 301652"," 145378"," 176624"," 147093"," 265747"," 133213"," 252179"," 391803"," 164707"," 467472"," 139880"," 157038"," 921964","  85393","  91385"," 192632","1296851"," 142163"," 425156"," 186572"," 205590"," 124715"," 177338"," 157557"," 172871"," 326251","3059088"," 206017"," 137557"," 331203"," 229155"," 214538"," 221210"," 191717"," 132444"," 107982"," 152555"," 136279"," 303489"
"Alanine..90.0...44.0."," 3327652"," 6076069"," 8076007"," 8346693"," 6586435"," 5174453"," 8680054"," 4279927"," 5168973"," 3943360"," 3681335"," 7387848"," 4217523"," 5206826"," 5535831"," 5626598"," 6343466"," 4307337"," 6506767"," 6288411"," 5260953"," 4299162"," 6706231"," 6183060"," 4605427"," 5356139"," 5370373"," 5522765"," 5586622"," 6845198"," 9555175"," 5990060"," 7595443"," 4568801"," 5669920"," 5077500"," 2974544"," 8500302"," 7672638"," 5930449"," 5485062"," 6053171"," 6176608"," 7289616"," 5324333"," 5046180"," 5299499"," 3727292"," 4808685"," 6555792"," 5472136"," 6000334"," 5736064"," 4566436"," 6014841"," 6356306"," 6165357"," 6504445"," 5435358"," 2910977"," 4799756"," 4487090"," 2951500"," 5560788"," 4389930"," 5143693"," 5236243"," 6044689"," 6107329","10058478"," 5186241"," 5368238"," 5692740"," 6340646"," 5533924"," 4501684"," 5866044"," 5928072"," 6195846"," 6889392"," 5202227"," 3242286"," 7226890"," 8009366"," 4029094"," 6660702"," 6575671"," 4182579"," 4149319"," 6449625"," 4337651"," 7644376"," 6007421"," 8618891"," 5819270"," 5801041"," 6314972"," 6542500"," 6156708"," 5708428"," 7370142"," 4831176"," 7508405"," 8184931"," 6703682"," 6481673"," 8032247"," 8548549"," 5693278"," 6419335"," 4564407"," 6706634"," 8256666"," 5185863"," 5005070"," 6704811"," 4748411"," 6242446"," 5580085"," 5096494"," 5446974"," 5689214"," 7113717"," 5393594"," 5987196"," 6014992"," 6526883"," 8051708"," 4731756"," 4543525"," 6268277"," 7065619"," 6150943"," 5796583"," 4655334"," 5787373"," 5016739"," 5871017"," 5967576"," 5518966"," 5213234"," 4854786"," 9129302"," 6244978"," 4831770"," 5733634"," 6502157"," 6025206"," 5931795"," 6350292"," 4974356"," 5872706"," 6760425"," 3924431"," 5808826"," 5432825"," 4849820"," 4564846"," 4879903"," 6940474"," 6220669"," 5165984"," 5103873"," 5456763"," 5266945"," 8610438"," 7472967"," 4527777"," 7098813"," 4691925"," 5078832"," 4491273"," 4149201"," 5633920"," 7033118"," 6855941"," 4773600"," 5304163"," 5189439"," 6991615"," 8174535"," 7468914","10736507"," 7259997"," 5495827"," 7305887"," 6910268"," 4496090"," 8703542"," 8095201"," 7470968"," 5535065","13024124"," 4865081"," 8166493"," 4672526"," 5970445"," 7822815"," 6303220"," 4958887"," 4715519"," 7484071"," 6276571"," 8857244"," 4447738"," 6877293"," 5892399"," 7695672"," 6045232"," 7017064"," 6954795"," 7378277"," 5858769"," 7171641"," 6289274"," 6247587"," 6282958"," 5752435"," 5091233"," 5071357"," 5736588"," 7569426"," 5995070"," 7757303"," 4907165"," 4496100"," 5294895"," 4803973"," 6753216"," 6585056"," 4240983"," 6916506"," 4714964"," 5486208"
"Allantoin..157.0...114.0."," 65279"," 40632","121593"," 25908"," 75954","110470","101672"," 92617","134065","163702"," 80725"," 83786"," 66860"," 84812","124147"," 50096","136030"," 57864"," 88157"," 58829"," 64788","120981"," 81848"," 73488","201813"," 98891","128074"," 72626","160919","173694","119508","150198","182095"," 98296","111489","157084"," 87435"," 99365","105206"," 77224","173825","105054","108179","133023"," 73293","194763","211116","150870","120552"," 98356","180202","198995","363446","224112"," 71571"," 75708"," 89403"," 92284","100779"," 66671"," 51706","215673","241930","202896","151170","125378"," 27978"," 49646"," 79299"," 39786"," 34400"," 40880"," 25757"," 43154"," 24523"," 37885"," 53679"," 76011"," 69545"," 92290"," 93425"," 38268"," 95040"," 97795","148278","102806"," 80193"," 67264","183020"," 94006","114017","264317","103475","109731","120787"," 79108","165346","181738","194451"," 82981","100143","197313"," 95910","123093"," 55262"," 66437"," 54019"," 30633","112662"," 66315"," 45182"," 94956","192605"," 52535"," 49642"," 71096","379694"," 33300","102948"," 48649","290998"," 87759","109939"," 94646","200747","114227","127996"," 68611","166768"," 98657"," 82986"," 64261"," 83597","168869"," 92969","219753","141387"," 39842"," 97585"," 50519"," 60312"," 61349"," 69110"," 87012"," 65531","100547"," 61292"," 62207"," 75150","108862"," 40197"," 80376"," 71089"," 90360","212954"," 72773"," 55701"," 73028"," 27110"," 21584"," 47878"," 27627"," 32580"," 29199"," 25897"," 40361"," 31995"," 51542"," 42967"," 52348"," 67808","193416","214125"," 59741","121186","114908","102393"," 95447"," 67733"," 97236","132740","193929","158070"," 57731"," 87972"," 82317","136848","112776","244384"," 67506"," 73806","236369","148325"," 54540","140006"," 89648","465409"," 70965"," 63936"," 73481"," 98503","137694","319866","136282"," 35345","148682"," 77565"," 80006"," 85763"," 55249","186109","124072"," 56330","247335","111253","134033","127174"," 70274"," 68293","161027"," 71570"," 69243","409681"," 74774"," 66965"," 81850"," 70902"," 56725","178381","114046"," 47377","128435"," 75551","117227"
"Alpha.Ketoglutaric.Acid..145.0...101.0.","1531387","1813739","1447859","1655456","1606660","1651157","1797642","2029241","1770766"," 927655","1157799","1855936","1732145","1807999","1871605","1847640","1406631","1706943","1769690","1438769","1815114","2013531","1704476","1888428","1625759","1911540","1975916","1779241","1457419","1980316","1942967","1853536","1686756","1434523","1428307","2032429","1441702","2070866","2131398","1225214","1489140","1572424","1322024","1812209","1468113","1494513","1373473","1798961","1369889","1582508","1518418","1501030","1404567"," 996112","1704314","1410604","1661417","1898310","1558921","1339193","1441207","1822690","1435377","1511262","1783802","1695735","1726545","1853678","2032176","1695326","1656163","1754377","1723267","1634602","1868517","1485562","1736170","1690522","1907181","1802093","1485416","1259678","1902797","1654342","1264217","1401064","1571101","1489925","1403653","1746308","1234302","2197067","1932075","1753109","1714524","1678235","1854462","1700176","1534937","2269918","2126387","2188358","2387521","2138946","1407000","1808603","1954971","2189088","1537003","1627746","1856240","1841287","1966037","1647633","1853065","1761632","1845772","1614143","1700269","1597204","1681680","1779590","1664538","1699799","2233389","1725496","1719753","2013598","1426091","1760561","1618020","1767145","1580772","1925776","1482094","1705867","1717675","1636736","2052112","2008109","1799671","1655701","1868435","1550102","1504401","1860999","1951430","2137515","1885113","1860787","2020587","1704978","1844124","1906994","1982565","1788282","1621767","1650304","1691970","1585362","2009746","1493649","1548702","1604338","1998924","1620618","1576514","1917703","1882913","1603106","1568576","1630477","1201799","1615269","1632252","1710365","1632113","1524694","1680369","1976458","1839910","1693618","1632816","1761613","1676942","1998961","1868146","1635731","1748599","1870531","2221494","1819276","1870854","2033777","2091748","2176610","1651511","2053082","2018503","1695031","1655993","1694591","2007643","1553925","1174554","2055576","1571784","1712384","1771148","1893065","1992075","2182961","1360938","2100333","1879960","1684898","1689101","1819251","1755729","1734376","1764148","1633615","1913140","1966154","1729311","1783922","1491314","1906938","1983032","1823545","1526588","1892117","1686297","1898146"
"Aminoisobutyrate..104.1...86.0.","53857","61459","45739","92873","45770","48943","47497","41428","51585","51183","48512","40849","30967","50558","41630","37263","47656","42577","52552","41386","60218","52381","83968","43142","44065","49699","42635","37335","51239","58642","46196","39939","56633","53701","60637","56277","53443","58238","46498","51510","52927","59202","46008","47398","44591","57530","49197","58431","46599","50853","46431","39400","49598","50130","50857","39299","44786","34830","41316","43360","36505","45979","45044","32808","47472","42598","40440","62843","64947","59669","70202","50639","60475","84396","48501","55852","39919","36400","50806","35496","51042","36631","47432","47403","48686","49724","58444","49626","42441","44012","45054","37518","45017","48721","34970","36820","39779","43194","51387","42679","47472","47640","48778","47214","45597","38654","62194","51563","45501","43396","30327","40140","46198","46786","40632","52168","78026","45822","48781","49041","51914","63940","56111","63442","58699","60214","50605","40904","52974","48696","44220","61617","47197","51585","46181","36342","43018","44833","43728","53061","40728","44808","34654","52926","46427","41592","47899","45714","51907","46159","40807","33156","51481","38766","49275","36869","40533","47806","62704","61438","53316","51871","64731","44966","59356","68973","65322","51561","42204","37199","53912","62727","42936","39745","41862","38597","57443","52425","46730","36463","45517","69499","45487","38951","50684","38359","47485","47951","45132","47317","47837","71220","53127","68060","49055","50601","59349","38261","47808","44867","49791","70294","47949","59990","40566","36094","28929","47866","38267","31005","56966","42786","45576","55463","47679","42722","38204","42631","44837","42282","38492","38949","48232","44420","33974","41204","43849","36476","45376","39219","43157","40262","43413","39383"
"AMP..346.1...134.0.","208102","207222","221867","187101","189077","209207","240836","247713","221217","227540","238561","223194","227825","229448","236268","222078","237626","246328","221191","234095","247139","256818","242210","246567","253157","241267","256106","255186","265407","258004","248747","234886","231151","214895","241259","212611","223336","213020","194986","202137","204778","232580","204005","204944","204699","227181","226010","192421","225781","195917","208865","217501","216393","219933","182205","200617","200643","226663","192842","214129","221737","222983","205336","195345","200406","182364","211115","208957","203790","214459","215638","208179","204288","187834","216844","216751","217524","226494","220907","224156","187106","202990","190756","193963","208409","196107","188614","202956","188558","203681","202765","228227","246932","233683","220254","257009","225782","232709","230402","249563","271987","210480","239317","250646","222343","230993","246565","229686","253889","232310","235383","224823","228481","229433","225252","230664","263650","276698","223877","233000","216643","204080","208010","226395","212259","210720","209170","205012","208841","222047","227652","212347","203753","241212","221485","203818","202130","238014","226683","230583","226446","216292","239169","211228","214043","243042","225361","234844","222133","233436","213277","201662","210576","221537","212499","207626","201221","270117","208962","202998","214103","198522","212245","211666","213394","209955","201499","204723","212686","216475","185676","212828","217221","207258","192976","201060","218695","187470","188748","240914","240673","225430","231132","212804","238063","231226","220856","234182","233884","220501","236143","257821","240899","247095","241064","253308","218597","231015","233893","249661","221219","205594","211057","228455","228829","257244","224001","236835","224596","231998","259914","275055","279747","225300","248530","252229","182765","192691","202538","170083","203134","188031","210517","217967","216078","240157","221702","217958","218099","225664","217664","218500","240790","232902"
"Anthranilate..136.0...118.0."," 16980"," 16841"," 38753","  9144"," 37656"," 73998"," 59039"," 80234"," 93758","105382"," 76449","179540"," 40605"," 80465"," 87938","102829"," 89936"," 69373"," 71390"," 78315","142179"," 77686"," 37563","116165"," 41064","166509","110951"," 73954"," 42848"," 90673"," 52114","153642","108247"," 67875","118204","117596"," 76739"," 67759"," 26350"," 38829"," 75033"," 89694"," 82123"," 39190"," 87093"," 19314"," 97777"," 34994","158704"," 32445"," 39829"," 54762"," 52032"," 97942"," 57115"," 53238"," 35033"," 92327"," 37975"," 63695"," 43414","103767"," 75726","105859","123032"," 40063"," 21301"," 14411"," 21549"," 23915"," 13670"," 16036"," 18253"," 13454","  5438"," 13971","121279"," 59716"," 96317"," 97187","107272"," 62046","115006","106396"," 57464"," 56548","133136"," 94699"," 58550"," 95821"," 86261"," 40457"," 96232"," 79941","115336"," 95747"," 56821"," 90090"," 61428"," 94246"," 96049","207820"," 90500"," 85456","103878","107876"," 91851","174111"," 77274","120804"," 65824","130313","114629","156687","115050"," 57804","363432","147814"," 61982","108589"," 81603"," 56847"," 94640"," 83436"," 76377"," 69195","110716","212776"," 89091"," 53244"," 65631"," 65273"," 95669"," 35667"," 73348","107749","147859"," 91960"," 41413"," 90523"," 31745"," 95899"," 61702"," 59128"," 49568"," 51165"," 42614"," 74108"," 52855","118873"," 44665","132972"," 79462"," 82448","100452"," 67859"," 86369"," 67614"," 18852"," 18172","  7171"," 16812"," 15794"," 19033"," 13229"," 18135"," 14716"," 74036"," 80058"," 96149"," 91366","134459"," 64235"," 85589"," 89635","134526","233956"," 91011"," 57785"," 70576"," 64243"," 74231","108234"," 61033"," 92640","133068"," 82243"," 98642"," 96350","102974","107057","326410"," 90740","121666"," 87076","300281","150317","105869"," 88376"," 88712"," 64690"," 84579"," 51129"," 81652","156956"," 82859","242691","135601"," 64331"," 72486","124559"," 89488","273204","109155"," 95840"," 80278"," 64826"," 89483"," 88504"," 78737"," 67929","122119"," 50031"," 56879"," 90500"," 51491"," 53850"," 90660","128285"," 29981"," 75799"," 44306","101713"," 93064"
"Arginine..175.1...70.0.","18008830","19325200","11215599","18090485","14408397","12446879","20585119","13235173","15654425","14559513"," 8499187","18554618","16483639","19200748","15103957","13018051","19912874","13060216","15706790","11003248","18845912","19086680","10382229","16427899","16777712","22818689","16923604","21677072","19579013","17517058","15067073","15805591","15595325","13444938","19140767","15397478","15239481","16464173","16005583","15535421","15081806","14300724","19373190","18451570","14634910","15135250","11142906","17660366","13575836","17182025","20130308","13529510","11730849","15320274","15377523","12967727","14244099","17565402","11930603","11806313"," 8992673"," 9738598","13148655","12051902","12699780","10582038","17965189","16914154","19298517","17237521","17391951","12370741","14432903","14820064","14274850","14712244","12255546","13739820","11813374","13199077","15251430","10896035","13165029","13969384"," 7782087","11891255","12306630","11661736","11792227","14572625","13770990","18454546","14279765","16289858","15302766","14747696","14687281","15106946","20603627","13865516","18746407","13740275","17229594","15571115","12218263","13557908","17545748","14025681","11684152","13859678","14718461","19887893"," 9832371","10393235","11653223","14783957","16374650","15354420","14205781","13758117","16174655","16719124","12635985","14188278"," 9062021","15627898","18537084","13161557","11307631","14911020","14298042","15753990","12045965","13368986","14606782","12868740","12188569","14797345","14136309","11932068","18997945","15670257","17957419","13480506","14124086","11281811","12583859","10474586","13705894","16323326","14871866","14185688","12915580","15169701","11799385","16170857","14275972","11728515","19033152","17986924","17025273","17838320","13966476","12801878","16079957","14933255","14255386","11115153","13027098","10802114","16014463","16683129","11654840"," 9057300","11868266","12058480","12763495","16235202","13730569","18324097","18397626","19416965","13592582","16346011","14230153","16031145","15022147","17111690","12029975","17614927","14605486","17700351","17862163","10224363","16932291","16601131","13564210","12286810","15883909","14523385","17868460","15378947","17296259","12518664","14064711","15902281","14887398","15191137","13870196","12814149","12604007","17671619","15691364","16018890","18936724","18544631","15787255","12342435","12371520","18684256","12806967","11083864"," 8337743","15004698","16211616","14332313","11125299","14796574","11948530","14015356","12222258","15080767","11398868","12480768"
